"time","close","open","high","low","volume","day_before_ratio"
"2019年03月05日","429,450","413,871","432,525","413,203","4.44K","3.76%"
"2019年03月04日","413,871","423,661","425,800","410,625","4.12K","-2.31%"
"2019年03月03日","423,661","426,039","427,000","421,500","1.70K","-0.56%"
"2019年03月02日","426,039","425,943","427,267","421,000","1.48K","0.02%"
"2019年03月01日","425,943","422,865","429,894","422,615","3.07K","0.73%"
"2019年02月28日","422,865","421,267","432,250","418,110","6.54K","0.38%"
"2019年02月27日","421,267","419,629","423,460","408,087","4.87K","0.39%"
"2019年02月26日","419,629","423,575","424,316","416,000","4.00K","-0.93%"
"2019年02月25日","423,575","413,712","428,824","412,991","5.63K","2.38%"
"2019年02月24日","413,712","453,900","462,596","405,195","9.07K","-8.85%"
"2019年02月23日","453,900","435,789","459,000","432,074","3.96K","4.16%"
"2019年02月22日","435,789","432,185","437,111","430,501","3.70K","0.83%"
"2019年02月21日","432,185","435,816","440,500","428,530","4.43K","-0.83%"
"2019年02月20日","435,816","429,902","437,500","427,187","3.78K","1.36%"
"2019年02月19日","429,982","427,531","439,260","424,211","6.98K","0.57%"
"2019年02月18日","427,531","400,000","433,000","399,000","8.91K","6.88%"
"2019年02月17日","400,000","395,229","402,060","392,900","3.36K","1.21%"
"2019年02月16日","395,229","393,923","397,985","393,701","1.53K","0.33%"
"2019年02月15日","393,923","392,999","398,000","391,250","3.87K","0.24%"
"2019年02月14日","392,999","395,099","397,100","392,701","3.54K","-0.53%"
"2019年02月13日","395,099","395,085","398,333","393,109","3.91K","0.00%"
"2019年02月12日","395,085","394,999","397,895","390,899","4.01K","0.07%"
"2019年02月11日","394,797","398,468","399,000","392,860","2.97K","-0.92%"
"2019年02月10日","398,468","395,754","398,930","391,000","2.15K","0.69%"
"2019年02月09日","395,754","396,319","397,733","392,297","2.55K","-0.14%"
"2019年02月08日","396,319","368,506","405,999","366,500","7.35K","7.55%"
"2019年02月07日","368,506","369,749","371,000","367,800","2.64K","-0.34%"
"2019年02月06日","369,749","376,402","377,771","366,510","3.57K","-1.77%"
"2019年02月05日","376,402","374,521","377,310","373,050","2.04K","0.50%"
"2019年02月04日","374,521","373,695","376,713","372,340","2.15K","0.22%"
"2019年02月03日","373,695","378,887","379,616","370,650","1.95K","-1.37%"
"2019年02月02日","378,887","375,637","381,000","372,510","2.22K","0.87%"
"2019年02月01日","375,637","370,400","377,519","367,090","3.76K","1.41%"
"2019年01月31日","370,400","373,707","376,204","367,390","5.50K","-0.88%"
"2019年01月30日","373,707","371,160","378,000","365,940","5.66K","0.69%"
"2019年01月29日","371,160","374,884","375,899","365,160","6.24K","-0.99%"
"2019年01月28日","374,884","386,442","386,775","369,011","7.84K","-2.99%"
"2019年01月27日","386,442","389,483","390,000","380,920","2.74K","-0.78%"
"2019年01月26日","389,483","390,359","396,210","387,600","3.11K","-0.13%"
"2019年01月25日","389,999","391,350","392,796","383,641","4.51K","-0.35%"
"2019年01月24日","391,350","389,000","393,413","386,487","4.07K","0.60%"
"2019年01月23日","389,000","391,000","396,999","385,500","4.94K","-0.53%"
"2019年01月22日","391,060","387,778","393,570","376,600","5.59K","0.85%"
"2019年01月21日","387,778","388,607","390,836","383,690","3.24K","-0.21%"
"2019年01月20日","388,607","404,771","407,000","384,633","3.68K","-4.11%"
"2019年01月19日","405,253","396,762","412,000","396,289","2.99K","2.14%"
"2019年01月18日","396,762","397,252","398,413","393,005","3.12K","-0.12%"
"2019年01月17日","397,252","394,024","399,310","387,500","4.73K","0.82%"
"2019年01月16日","394,024","389,848","398,391","385,350","4.22K","1.01%"
"2019年01月15日","390,100","397,000","399,733","386,501","4.74K","-1.74%"
"2019年01月14日","397,000","382,314","402,580","381,500","4.59K","3.96%"
"2019年01月13日","381,873","393,916","396,500","380,000","3.19K","-3.06%"
"2019年01月12日","393,909","395,300","397,460","390,900","2.13K","-0.35%"
"2019年01月11日","395,305","393,876","401,430","390,000","6.20K","0.36%"
"2019年01月10日","393,876","433,332","435,399","389,358","9.92K","-9.11%"
"2019年01月09日","433,332","434,938","439,640","431,650","5.46K","-0.37%"
"2019年01月08日","434,938","434,499","445,687","429,490","6.28K","0.10%"
"2019年01月07日","434,499","438,294","440,866","429,230","6.19K","-0.87%"
"2019年01月06日","438,294","412,408","442,300","410,001","6.02K","6.28%"
"2019年01月05日","412,408","414,129","419,000","410,355","3.71K","-0.53%"
"2019年01月04日","414,604","408,800","418,000","405,000","6.55K","1.42%"
"2019年01月03日","408,800","417,760","419,494","406,885","4.34K","-2.14%"
"2019年01月02日","417,760","419,300","424,999","410,860","7.18K","-0.37%"
"2019年01月01日","419,299","406,545","420,480","401,170","3.68K","3.02%"
"2018年12月31日","406,995","423,500","424,200","402,000","6.65K","-3.88%"
"2018年12月30日","423,421","413,249","426,000","408,806","7.11K","2.46%"
"2018年12月29日","413,249","429,345","434,000","408,947","5.58K","-3.75%"
"2018年12月28日","429,351","399,400","433,523","396,498","9.22K","7.50%"
"2018年12月27日","399,400","424,047","426,000","396,825","9.17K","-5.81%"
"2018年12月26日","424,047","417,999","428,129","408,000","10.27K","1.45%"
"2018年12月25日","417,999","445,238","446,064","405,021","16.14K","-6.12%"
"2018年12月24日","445,237","438,405","469,796","438,300","12.79K","1.56%"
"2018年12月23日","438,405","442,925","450,506","434,000","9.34K","-1.01%"
"2018年12月22日","442,870","427,515","445,905","421,661","7.07K","3.73%"
"2018年12月21日","426,956","453,368","462,500","419,663","18.55K","-5.83%"
"2018年12月20日","453,368","413,390","464,794","411,229","24.59K","9.67%"
"2018年12月19日","413,390","412,597","441,499","408,328","18.33K","0.19%"
"2018年12月18日","412,597","394,427","414,000","385,568","10.36K","4.59%"
"2018年12月17日","394,477","362,693","404,170","361,999","13.89K","8.76%"
"2018年12月16日","362,693","360,040","369,836","360,040","3.64K","0.62%"
"2018年12月15日","360,451","362,244","365,999","354,350","4.63K","-0.49%"
"2018年12月14日","362,244","371,496","373,577","355,800","9.32K","-2.42%"
"2018年12月13日","371,234","388,669","389,510","366,720","8.81K","-4.49%"
"2018年12月12日","388,669","380,145","394,951","377,310","9.09K","2.24%"
"2018年12月11日","380,145","387,445","388,299","374,100","8.32K","-1.88%"
"2018年12月10日","387,445","398,070","404,990","384,001","7.96K","-2.67%"
"2018年12月09日","398,070","384,099","411,580","381,030","9.66K","3.67%"
"2018年12月08日","383,960","381,291","393,000","366,150","11.37K","0.70%"
"2018年12月07日","381,291","389,475","398,965","361,927","22.98K","-2.05%"
"2018年12月06日","389,259","418,970","433,590","386,630","18.85K","-7.09%"
"2018年12月05日","418,970","441,161","442,599","416,350","12.91K","-5.03%"
"2018年12月04日","441,161","436,430","455,427","424,506","12.92K","1.08%"
"2018年12月03日","436,430","466,750","468,906","430,000","11.83K","-6.48%"
"2018年12月02日","466,647","471,031","484,999","459,360","10.99K","-0.93%"
"2018年12月01日","471,031","451,690","486,000","444,070","9.86K","4.36%"
"2018年11月30日","451,333","482,258","489,050","440,000","18.87K","-6.41%"
"2018年11月29日","482,258","480,984","500,861","463,980","17.23K","0.26%"
"2018年11月28日","480,984","430,852","495,500","430,117","19.10K","11.83%"
"2018年11月27日","430,120","425,000","436,014","408,381","15.27K","1.20%"
"2018年11月26日","425,000","445,651","464,800","402,669","21.00K","-4.74%"
"2018年11月25日","446,132","426,871","465,622","391,560","25.65K","4.48%"
"2018年11月24日","427,001","485,403","495,450","414,216","9.96K","-12.03%"
"2018年11月23日","485,403","483,889","492,210","462,737","13.24K","0.40%"
"2018年11月22日","483,488","514,505","519,998","480,443","12.49K","-5.82%"
"2018年11月21日","513,389","493,334","526,010","478,854","20.77K","4.07%"
"2018年11月20日","493,334","535,000","551,888","461,209","29.39K","-7.94%"
"2018年11月19日","535,867","628,964","629,670","527,287","22.24K","-14.80%"
"2018年11月18日","628,964","623,247","633,000","623,200","3.55K","0.92%"
"2018年11月17日","623,247","623,000","627,000","616,490","2.89K","0.03%"
"2018年11月16日","623,042","635,263","637,540","611,792","9.78K","-1.92%"
"2018年11月15日","635,263","649,343","657,730","592,674","14.85K","-2.17%"
"2018年11月14日","649,343","713,000","717,706","601,867","13.08K","-8.98%"
"2018年11月13日","713,419","719,645","719,991","711,310","3.48K","-0.87%"
"2018年11月12日","719,645","722,837","725,900","717,000","2.80K","-0.44%"
"2018年11月11日","722,837","721,247","724,041","713,001","1.41K","0.22%"
"2018年11月10日","721,247","720,000","725,410","719,500","1.21K","0.17%"
"2018年11月09日","720,000","727,800","728,853","716,555","3.36K","-1.07%"
"2018年11月08日","727,800","736,824","738,600","727,000","3.27K","-1.22%"
"2018年11月07日","736,824","729,558","742,239","728,988","4.70K","1.00%"
"2018年11月06日","729,558","724,217","730,895","721,001","3.09K","0.74%"
"2018年11月05日","724,217","725,459","728,000","719,111","2.29K","-0.16%"
"2018年11月04日","725,398","716,487","728,896","714,356","2.22K","1.24%"
"2018年11月03日","716,487","717,612","717,941","713,500","0.77K","-0.16%"
"2018年11月02日","717,612","713,733","718,759","712,296","2.33K","0.54%"
"2018年11月01日","713,733","711,545","716,000","708,000","2.72K","0.31%"
"2018年10月31日","711,545","707,883","716,980","701,750","3.64K","0.52%"
"2018年10月30日","707,883","703,190","710,112","702,140","3.08K","0.67%"
"2018年10月29日","703,190","717,000","717,234","693,111","7.10K","-1.93%"
"2018年10月28日","717,000","716,700","718,502","713,510","1.20K","0.04%"
"2018年10月27日","716,700","716,625","717,951","714,542","0.72K","0.01%"
"2018年10月26日","716,625","717,445","722,249","712,106","3.81K","-0.11%"
"2018年10月25日","717,445","718,583","721,200","712,885","2.85K","-0.16%"
"2018年10月24日","718,583","717,528","725,500","717,130","2.80K","0.15%"
"2018年10月23日","717,528","722,260","722,612","714,000","3.60K","-0.66%"
"2018年10月22日","722,260","721,676","723,752","717,400","2.36K","0.08%"
"2018年10月21日","721,676","720,741","727,000","719,288","1.36K","0.13%"
"2018年10月20日","720,741","718,992","723,279","716,206","1.35K","0.24%"
"2018年10月19日","718,992","718,094","721,697","714,456","3.04K","0.13%"
"2018年10月18日","718,094","725,895","730,000","710,101","3.76K","-1.07%"
"2018年10月17日","725,895","726,499","727,949","720,333","3.93K","-0.12%"
"2018年10月16日","726,734","720,796","729,999","717,313","4.86K","0.82%"
"2018年10月15日","720,796","695,424","749,998","692,050","13.43K","3.65%"
"2018年10月14日","695,424","697,003","705,526","692,161","2.26K","-0.23%"
"2018年10月13日","697,003","696,500","699,500","695,821","1.26K","0.04%"
"2018年10月12日","696,700","691,827","703,360","687,718","4.71K","0.75%"
"2018年10月11日","691,512","732,494","732,999","687,719","10.83K","-5.59%"
"2018年10月10日","732,494","745,697","745,697","728,065","5.88K","-1.77%"
"2018年10月09日","745,697","747,399","748,171","741,740","3.25K","-0.23%"
"2018年10月08日","747,399","747,052","752,400","742,500","3.09K","0.05%"
"2018年10月07日","747,052","745,978","749,003","740,300","1.82K","0.14%"
"2018年10月06日","745,978","748,573","749,752","742,111","1.95K","-0.35%"
"2018年10月05日","748,573","745,550","752,620","741,340","3.73K","0.41%"
"2018年10月04日","745,550","739,940","754,532","738,250","5.25K","0.76%"
"2018年10月03日","739,940","737,138","742,585","727,001","4.69K","0.34%"
"2018年10月02日","737,401","747,527","750,000","734,160","4.42K","-1.38%"
"2018年10月01日","747,699","750,600","755,886","740,000","5.68K","-0.39%"
"2018年09月30日","750,600","747,964","753,360","740,000","3.68K","0.35%"
"2018年09月29日","747,964","751,915","752,000","733,970","4.42K","-0.53%"
"2018年09月28日","751,915","755,162","769,050","741,910","9.45K","-0.43%"
"2018年09月27日","755,162","728,368","762,455","725,393","8.08K","3.68%"
"2018年09月26日","728,368","725,817","739,155","719,500","7.44K","0.37%"
"2018年09月25日","725,698","741,351","741,351","715,340","9.25K","-2.11%"
